rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
7116	CCAR1	cell division cycle and apoptosis regulator 1	3549	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7117	CCBE1	collagen and calcium binding EGF domains 1	1263	9	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7118	CCBL1	cysteine conjugate-beta lyase, cytoplasmic	1317	31	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7119	CCBL2	cysteine conjugate-beta lyase 2	2589	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7120	CCBP2	chemokine binding protein 2	1159	276	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7121	CCDC101	coiled-coil domain containing 101	920	2	6	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7122	CCDC103	coiled-coil domain containing 103	741	324	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7123	CCDC106	coiled-coil domain containing 106	1394	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7124	CCDC107	coiled-coil domain containing 107	869	98	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7125	CCDC109A	coiled-coil domain containing 109A	1086	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7126	CCDC109B	coiled-coil domain containing 109B	1039	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7127	CCDC111	coiled-coil domain containing 111	1731	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7128	CCDC113	coiled-coil domain containing 113	1634	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7129	CCDC115	coiled-coil domain containing 115	652	23	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7130	CCDC116	coiled-coil domain containing 116	1906	64	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7131	CCDC117	coiled-coil domain containing 117	856	292	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7132	CCDC12	coiled-coil domain containing 12	566	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7133	CCDC122	coiled-coil domain containing 122	1481	1	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7134	CCDC123	coiled-coil domain containing 123	2739	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7135	CCDC125	coiled-coil domain containing 125	1578	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7136	CCDC126	coiled-coil domain containing 126	429	116	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7137	CCDC127	coiled-coil domain containing 127	824	289	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7138	CCDC129	coiled-coil domain containing 129	3187	80	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7139	CCDC13	coiled-coil domain containing 13	2208	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7140	CCDC130	coiled-coil domain containing 130	1223	195	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7141	CCDC132	coiled-coil domain containing 132	3046	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7142	CCDC134	coiled-coil domain containing 134	762	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7143	CCDC136	coiled-coil domain containing 136	3533	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7144	CCDC137	coiled-coil domain containing 137	1031	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7145	CCDC138	coiled-coil domain containing 138	2142	138	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7146	CCDC14	coiled-coil domain containing 14	2785	143	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7147	CCDC140	coiled-coil domain containing 140	801	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7148	CCDC142	coiled-coil domain containing 142	2281	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7149	CCDC144A	coiled-coil domain containing 144A	4354	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7150	CCDC144B	coiled-coil domain containing 144B	2217	328	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7151	CCDC147	coiled-coil domain containing 147	2687	89	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7152	CCDC148	coiled-coil domain containing 148	1878	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7153	CCDC149	coiled-coil domain containing 149	1638	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7154	CCDC15	coiled-coil domain containing 15	2916	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7155	CCDC152	coiled-coil domain containing 152	843	239	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7156	CCDC153	coiled-coil domain containing 153	661	126	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7157	CCDC155	coiled-coil domain containing 155	1765	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7158	CCDC159	coiled-coil domain containing 159	943	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7159	CCDC160	coiled-coil domain containing 160	980	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7160	CCDC17	coiled-coil domain containing 17	1917	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7161	CCDC18	coiled-coil domain containing 18	4506	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7162	CCDC19	coiled-coil domain containing 19	1704	22	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7163	CCDC21	coiled-coil domain containing 21	2341	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7164	CCDC23	coiled-coil domain containing 23	209	201	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7165	CCDC24	coiled-coil domain containing 24	963	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7166	CCDC25	coiled-coil domain containing 25	676	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7167	CCDC27	coiled-coil domain containing 27	2017	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7168	CCDC28A	coiled-coil domain containing 28A	846	109	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7169	CCDC28B	coiled-coil domain containing 28B	623	72	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7170	CCDC3	coiled-coil domain containing 3	821	226	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7171	CCDC33	coiled-coil domain containing 33	2603	4	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7172	CCDC34	coiled-coil domain containing 34	1226	5	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7173	CCDC36	coiled-coil domain containing 36	1813	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7174	CCDC37	coiled-coil domain containing 37	1900	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7175	CCDC38	coiled-coil domain containing 38	1754	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7176	CCDC41	coiled-coil domain containing 41	2165	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7177	CCDC42B	coiled-coil domain containing 42B	955	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7178	CCDC43	coiled-coil domain containing 43	693	72	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7179	CCDC45	coiled-coil domain containing 45	2706	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7180	CCDC46	coiled-coil domain containing 46	3136	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7181	CCDC47	coiled-coil domain containing 47	1500	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7182	CCDC48	coiled-coil domain containing 48	1825	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7183	CCDC50	coiled-coil domain containing 50	1493	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7184	CCDC52	coiled-coil domain containing 52	2634	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7185	CCDC53	coiled-coil domain containing 53	540	0	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7186	CCDC54	coiled-coil domain containing 54	989	265	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7187	CCDC55	coiled-coil domain containing 55	1703	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7188	CCDC56	coiled-coil domain containing 56	498	133	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7189	CCDC58	coiled-coil domain containing 58	459	236	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7190	CCDC59	coiled-coil domain containing 59	988	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7191	CCDC6	coiled-coil domain containing 6	1457	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7192	CCDC60	coiled-coil domain containing 60	1705	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7193	CCDC62	coiled-coil domain containing 62	2153	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7194	CCDC63	coiled-coil domain containing 63	1738	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7195	CCDC64B	coiled-coil domain containing 64B	1561	125	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7196	CCDC65	coiled-coil domain containing 65	1485	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7197	CCDC66	coiled-coil domain containing 66	2921	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7198	CCDC67	coiled-coil domain containing 67	1867	12	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7199	CCDC68	coiled-coil domain containing 68	1052	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7200	CCDC69	coiled-coil domain containing 69	923	10	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7201	CCDC7	coiled-coil domain containing 7	1529	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7202	CCDC70	coiled-coil domain containing 70	706	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7203	CCDC71	coiled-coil domain containing 71	1408	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7204	CCDC72	coiled-coil domain containing 72	209	81	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7205	CCDC73	coiled-coil domain containing 73	3361	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7206	CCDC74A	coiled-coil domain containing 74A	1167	154	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7207	CCDC74B	coiled-coil domain containing 74B	1173	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7208	CCDC75	coiled-coil domain containing 75	812	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7209	CCDC76	coiled-coil domain containing 76	1606	62	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7210	CCDC81	coiled-coil domain containing 81	2015	34	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7211	CCDC83	coiled-coil domain containing 83	1379	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7212	CCDC85B	coiled-coil domain containing 85B	623	393	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7213	CCDC86	coiled-coil domain containing 86	1095	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7214	CCDC88A	coiled-coil domain containing 88A	5744	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7215	CCDC88B	coiled-coil domain containing 88B	4537	50	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7216	CCDC89	coiled-coil domain containing 89	1126	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7217	CCDC9	coiled-coil domain containing 9	1640	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7218	CCDC90A	coiled-coil domain containing 90A	1114	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7219	CCDC90B	coiled-coil domain containing 90B	797	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7220	CCDC91	coiled-coil domain containing 91	1372	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7221	CCDC92	coiled-coil domain containing 92	1012	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7222	CCDC93	coiled-coil domain containing 93	1988	32	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7223	CCDC94	coiled-coil domain containing 94	1002	24	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7224	CCDC97	coiled-coil domain containing 97	1048	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7225	CCDC99	coiled-coil domain containing 99	1862	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7226	CCHCR1	coiled-coil alpha-helical rod protein 1	2876	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7227	CCIN	calicin	1770	80	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7228	CCK	cholecystokinin	356	290	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7229	CCKBR	cholecystokinin B receptor	1360	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7230	CCL1	chemokine (C-C motif) ligand 1	301	386	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7231	CCL11	chemokine (C-C motif) ligand 11	304	384	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7232	CCL13	chemokine (C-C motif) ligand 13	307	385	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7233	CCL14	chemokine (C-C motif) ligand 14	344	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7234	CCL15	chemokine (C-C motif) ligand 15	354	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7235	CCL16	chemokine (C-C motif) ligand 16	576	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7236	CCL17	chemokine (C-C motif) ligand 17	297	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7237	CCL18	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	280	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7238	CCL19	chemokine (C-C motif) ligand 19	309	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7239	CCL2	chemokine (C-C motif) ligand 2	310	337	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7240	CCL20	chemokine (C-C motif) ligand 20	305	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7241	CCL21	chemokine (C-C motif) ligand 21	419	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7242	CCL22	chemokine (C-C motif) ligand 22	292	2	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7243	CCL23	chemokine (C-C motif) ligand 23	428	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7244	CCL24	chemokine (C-C motif) ligand 24	366	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7245	CCL25	chemokine (C-C motif) ligand 25	469	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7246	CCL26	chemokine (C-C motif) ligand 26	297	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7247	CCL27	chemokine (C-C motif) ligand 27	353	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7248	CCL28	chemokine (C-C motif) ligand 28	394	4	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7249	CCL3	chemokine (C-C motif) ligand 3	289	179	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7250	CCL3L1	chemokine (C-C motif) ligand 3-like 1	589	320	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7251	CCL3L3	chemokine (C-C motif) ligand 3-like 3	589	318	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7252	CCL4	chemokine (C-C motif) ligand 4	289	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7253	CCL4L1	chemokine (C-C motif) ligand 4-like 1	582	317	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7254	CCL4L2	chemokine (C-C motif) ligand 4-like 2	582	317	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7255	CCL5	chemokine (C-C motif) ligand 5	286	279	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7256	CCL7	chemokine (C-C motif) ligand 7	310	338	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7257	CCL8	chemokine (C-C motif) ligand 8	308	174	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7258	CCNB1	cyclin B1	1335	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7259	CCNB1IP1	cyclin B1 interacting protein 1	846	118	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7260	CCNB2	cyclin B2	1229	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7261	CCNC	cyclin C	896	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7262	CCND1	cyclin D1	904	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7263	CCND2	cyclin D2	886	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7264	CCND3	cyclin D3	949	119	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7265	CCNE1	cyclin E1	1279	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7266	CCNE2	cyclin E2	1266	8	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7267	CCNF	cyclin F	2427	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7268	CCNG1	cyclin G1	910	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7269	CCNG2	cyclin G2	1061	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7270	CCNH	cyclin H	1004	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7271	CCNI	cyclin I	1158	117	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7272	CCNI2	cyclin I family, member 2	1134	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7273	CCNJ	cyclin J	1172	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7274	CCNJL	cyclin J-like	1332	3	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7275	CCNL1	cyclin L1	1621	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7276	CCNO	cyclin O	1061	114	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7277	CCNT1	cyclin T1	2215	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7278	CCNT2	cyclin T2	2227	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7279	CCNY	cyclin Y	1062	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7280	CCNYL1	cyclin Y-like 1	1116	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7281	CCPG1	cell cycle progression 1	2453	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7282	CCR1	chemokine (C-C motif) receptor 1	1072	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7283	CCR10	chemokine (C-C motif) receptor 10	1120	234	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7284	CCR2	chemokine (C-C motif) receptor 2	1273	164	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7285	CCR3	chemokine (C-C motif) receptor 3	1139	95	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7286	CCR4	chemokine (C-C motif) receptor 4	1087	139	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7287	CCR5	chemokine (C-C motif) receptor 5	1063	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7288	CCR6	chemokine (C-C motif) receptor 6	1133	210	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7289	CCR8	chemokine (C-C motif) receptor 8	1072	119	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7290	CCRL1	chemokine (C-C motif) receptor-like 1	1057	130	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7291	CCRL2	chemokine (C-C motif) receptor-like 2	1075	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7292	CCRN4L	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	1304	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7293	CCS	copper chaperone for superoxide dismutase	3362	17	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7294	CCT2	chaperonin containing TCP1, subunit 2 (beta)	1670	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7295	CCT3	chaperonin containing TCP1, subunit 3 (gamma)	1709	4	4	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7296	CCT6A	chaperonin containing TCP1, subunit 6A (zeta 1)	1648	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7297	CCT6B	chaperonin containing TCP1, subunit 6B (zeta 2)	2767	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7298	CCT8	chaperonin containing TCP1, subunit 8 (theta)	1705	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7299	CCT8L2	chaperonin containing TCP1, subunit 8 (theta)-like 2	1675	53	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7300	CD101	CD101 molecule	3104	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7301	CD14	CD14 molecule	1134	64	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7302	CD151	CD151 molecule (Raph blood group)	883	98	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7303	CD160	CD160 molecule	562	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7304	CD164	CD164 molecule, sialomucin	663	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7305	CD164L2	CD164 sialomucin-like 2	540	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7306	CD177	CD177 molecule	1348	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7307	CD180	CD180 molecule	1995	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7308	CD1A	CD1a molecule	1004	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7309	CD1B	CD1b molecule	1023	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7310	CD1C	CD1c molecule	1022	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7311	CD1D	CD1d molecule	1028	103	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7312	CD2	CD2 molecule	1074	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7313	CD200	CD200 molecule	909	120	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7314	CD200R1	CD200 receptor 1	1120	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7315	CD200R1L	CD200 receptor 1-like	836	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7316	CD207	CD207 molecule, langerin	1009	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7317	CD22	CD22 molecule	2596	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7318	CD226	CD226 molecule	1035	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7319	CD244	CD244 molecule, natural killer cell receptor 2B4	1145	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7320	CD247	CD247 molecule	523	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7321	CD248	CD248 molecule, endosialin	2276	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7322	CD27	CD27 molecule	803	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7323	CD274	CD274 molecule	897	211	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7324	CD276	CD276 molecule	1641	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7325	CD28	CD28 molecule	675	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7326	CD2BP2	CD2 (cytoplasmic tail) binding protein 2	1050	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7327	CD300A	CD300a molecule	924	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7328	CD300E	CD300e molecule	634	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7329	CD300LB	CD300 molecule-like family member b	731	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7330	CD300LF	CD300 molecule-like family member f	898	77	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7331	CD300LG	CD300 molecule-like family member g	1142	107	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7332	CD302	CD302 molecule	721	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7333	CD33	CD33 molecule	1132	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7334	CD34	CD34 molecule	1203	30	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7335	CD36	CD36 molecule (thrombospondin receptor)	1469	69	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7336	CD37	CD37 molecule	876	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7337	CD38	CD38 molecule	932	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7338	CD3D	CD3d molecule, delta (CD3-TCR complex)	539	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7339	CD3E	CD3e molecule, epsilon (CD3-TCR complex)	657	84	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7340	CD3EAP	CD3e molecule, epsilon associated protein	1559	127	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7341	CD3G	CD3g molecule, gamma (CD3-TCR complex)	580	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7342	CD4	CD4 molecule	1413	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7343	CD40	CD40 molecule, TNF receptor superfamily member 5	868	43	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7344	CD40LG	CD40 ligand (TNF superfamily, member 5, hyper-IgM syndrome)	804	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7345	CD46	CD46 molecule, complement regulatory protein	1312	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7346	CD47	CD47 molecule	1016	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7347	CD48	CD48 molecule	746	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7348	CD5	CD5 molecule	1529	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7349	CD52	CD52 molecule	192	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7350	CD53	CD53 molecule	688	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7351	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	1363	3	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7352	CD58	CD58 molecule	775	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
